XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
640318.99755516,2716829.67963233,117,84,59,65.1447679829198
640318.99755516,2716829.67963233,117,66,60,161.323333447435
640318.99755516,2716829.67963233,117,177,89,161.948990323255
640599.73983108,2716830.83234067,121,103,61,44.141190120668
640599.73983108,2716830.83234067,121,139,70,82.4719786777672
640599.73983108,2716830.83234067,121,143,72,85.9480152746885
640827.00904263,2716835.88127721,124,32,62,380.581341796269
640827.00904263,2716835.88127721,124,153,78,132.928235414244
640827.00904263,2716835.88127721,124,193,98,524.841095162125
640028.20822353,2716836.48362049,125,89,63,57.9432911922701
640028.20822353,2716836.48362049,125,110,64,139.864552153848
640028.20822353,2716836.48362049,125,130,65,122.84421652589
639907.18007688,2716850.55408309,130,125,65,122.84421652589
639907.18007688,2716850.55408309,130,160,81,297.322418366752
639907.18007688,2716850.55408309,130,165,83,127.323103879676
640690.73295244,2716854.12167627,131,103,66,85.7380403639421
640690.73295244,2716854.12167627,131,133,67,123.841784326903
640690.73295244,2716854.12167627,131,139,71,43.528490418673
640772.89723059,2716761.46198201,133,131,67,123.841784326903
639405.02683790,2716847.08890178,135,136,68,73.8215312144264
639470.23180439,2716881.70003895,136,135,68,73.8215312144264
639470.23180439,2716881.70003895,136,45,69,318.135141881706
639470.23180439,2716881.70003895,136,171,86,110.942098808459
640661.06632043,2716885.97478323,139,121,70,82.4719786777672
640661.06632043,2716885.97478323,139,131,71,43.528490418673
640661.06632043,2716885.97478323,139,145,74,18.7627690560504
640661.06632043,2716885.97478323,139,149,76,21.0284185988337
640545.98505999,2716897.89563848,143,121,72,85.9480152746885
640545.98505999,2716897.89563848,143,145,73,102.18463464676
640545.98505999,2716897.89563848,143,177,90,208.210197604404
640648.15565712,2716899.58934440,145,143,73,102.18463464676
640648.15565712,2716899.58934440,145,139,74,18.7627690560504
640648.15565712,2716899.58934440,145,149,75,28.5242041709808
640676.67589429,2716900.06504911,149,145,75,28.5242041709808
640676.67589429,2716900.06504911,149,139,76,21.0284185988337
